week_start,region_bucket,new_orders,new_revenue,new_cogs,new_gross_revenue,promo_days,max_promo_amount,any_gwp,adspend_Meta,adspend_GoogleSearch,adspend_TikTokShop,adspend_Bing,adspend_AppLovin,adspend_Pinterest,adspend_Rokt,adspend_TikTokSocial,adspend_Television,adspend_YouTube,orders_Meta,orders_GoogleSearch,orders_TikTokShop,orders_Bing,orders_AppLovin,orders_Pinterest,orders_Rokt,orders_TikTokSocial,orders_Television,orders_YouTube,orders_CRMEmail,orders_CRMSMS,orders_Organic,orders_Direct,rev_Meta,rev_GoogleSearch,rev_TikTokShop,rev_Bing,rev_AppLovin,rev_Pinterest,rev_Rokt,rev_TikTokSocial,rev_Television,rev_YouTube,rev_CRMEmail,rev_CRMSMS,rev_Organic,rev_Direct
2026-03-02,Total,49166,2527442,549735,2515830,7,60% + 10%,1,1178365,114194,98474,5706,108158,6256,21300,5474,139277,7247,16458,4831,4479,911,1682,21,333,47,1,0,5135,2365,2043,2717,798734,272364,208461,50865,87814,1028,20787,2262,63,0,273595,136012,111291,155110
2026-03-09,Total,47829,2391521,526097,2365813,7,55%,0,1053006,111720,80430,5595,120853,31778,28575,4100,130363,10893,14497,4447,4585,790,1751,70,395,37,0,0,5510,2453,1993,2712,692392,241598,214017,43873,91343,3755,24462,1829,0,0,284336,134927,103060,142364
2026-03-16,Total,40627,2038531,438685,2020615,7,65% + 10%,1,920248,89457,93041,5337,104545,29326,27151,4312,154747,39008,12008,3875,4695,706,1422,49,384,33,0,0,4734,2295,1501,2157,570676,209691,210964,39880,77141,2352,23999,1677,0,0,252048,132048,77993,112235
2026-03-23,Total,33344,1746192,372473,1735816,7,70%,1,807066,77610,82083,6036,119167,28815,31386,4159,159854,50615,9886,2957,4056,512,1455,44,375,26,3,0,3401,1690,1026,1562,515568,169970,187119,28804,76974,2158,24292,1335,176,0,174123,91466,55809,88229
2026-03-30,Total,31422,1642470,358015,1623446,7,80% + 80%,1,729510,64143,72479,6408,138428,28858,22978,4231,159186,49076,9328,2966,3388,582,1278,44,325,14,0,0,3788,1646,1201,1552,472220,167433,148700,31909,71436,2368,21064,646,0,0,206563,90916,67577,88636
2026-04-06,Total,33485,1799258,398729,1773737,7,70% + 10%,1,652351,96032,58172,9569,149835,31945,15711,2831,164462,50941,7415,4220,2316,934,1594,25,314,20,0,0,4590,2364,1728,2360,386776,243015,104451,51783,84445,1575,19882,794,0,0,247593,130656,100604,136369
2026-04-13,Total,29571,1497771,315685,1473592,7,70% + 10%,0,619491,76852,46178,8041,164506,32267,16773,2752,191750,47062,8530,3147,2257,655,1655,41,291,34,0,0,3999,1606,1365,1532,389372,176287,94663,36272,90827,1881,18984,1758,0,0,213442,93353,74943,87703
2026-04-20,Total,33502,1704840,376702,1671377,7,55%/50%/45%,0,687121,68731,111132,6938,139638,23771,18319,2840,145529,38002,9561,3318,4166,659,1719,34,324,25,0,0,4249,1713,1599,1556,467572,188159,172866,35406,91892,1802,22602,1279,0,0,224397,98052,87265,87948
2026-04-27,Total,30936,1610211,358791,1583193,7,55% + 15%,0,522675,65349,154789,6401,145428,14079,65223,3698,100590,10678,7355,3113,4305,556,1602,30,547,29,0,0,4668,2088,1345,1547,391434,176617,180818,29435,85111,1321,37065,1403,0,0,238314,111535,73672,89737
2026-05-04,Total,37705,2087681,463292,2047688,7,55% + 25%/20%/15%,1,767184,66373,243744,7509,167545,12549,42990,11249,114592,11466,11938,3724,5497,661,1963,32,495,60,0,0,3813,1842,1433,1694,676913,224976,242255,39224,109364,1899,36207,2979,0,0,209412,109432,82934,102242
2026-05-11,Total,29864,1626248,346900,1614923,7,72%,0,739072,67007,138458,7472,91099,19183,25391,7204,135266,21333,11322,3021,3291,517,1025,24,262,31,0,0,3165,1421,902,1033,619586,175447,147297,29438,53625,1345,18400,1443,0,0,174817,83019,51924,62219
2026-05-18,Total,36109,1929585,425392,1900689,7,65% + 15%,1,811218,73167,120279,7464,106943,29882,27873,5630,129168,26353,12386,3527,2613,682,1293,54,321,37,0,0,4449,2287,1075,1303,662340,199817,113423,38400,69974,2853,21465,1814,0,0,233883,128402,58178,75012
2026-05-25,Total,31418,1684183,361461,1658023,7,65% + 15%,1,850828,73897,112149,6440,108921,42117,25510,6808,111366,22438,10287,3337,2562,663,1334,116,285,37,0,0,4395,1617,1017,1179,552758,189986,107331,38776,75539,5339,18657,2036,0,0,230935,93831,57384,69892
2026-06-01,Total,23498,1197713,242830,1183926,7,55%,0,577500,56472,98834,7310,76671,28358,27786,6906,116845,25817,7644,2575,2265,480,911,105,183,28,0,0,3181,1226,764,880,381368,142517,91290,25818,47005,4708,11597,1460,0,0,162410,67892,44161,50753
2026-06-08,Total,23969,1172311,248734,1160101,7,60% + 20%,1,490553,63460,133419,2661,84085,23182,21382,7073,112859,27648,6887,2385,3186,192,1044,62,222,46,0,0,3187,1400,1091,1109,336295,132013,111778,9903,51827,2973,14053,2274,0,0,161109,70458,59965,64393
2026-06-15,Total,21277,1022432,215901,1010590,7,70%,1,456145,55664,144998,0,97905,26726,10261,6838,116512,30028,5652,1939,4023,4,786,35,118,30,0,0,2811,1310,1107,957,276993,108397,132230,-370,42797,1511,7870,1434,0,0,141302,68982,60567,53564
2026-06-22,Total,22363,1037555,236040,1016985,7,65% + 15%,1,369307,52628,135095,0,80104,26675,13016,6120,103311,32323,5647,2269,3805,1,743,46,165,29,0,0,3260,1340,1264,1097,260731,118286,129632,-295,40012,2460,9385,1407,0,0,155824,67753,65783,59993
2026-06-29,Total,25834,1213855,274284,1171736,7,65% + 15%,1,516881,52414,84678,0,88266,28454,12472,7616,125321,18693,8830,2460,2077,1,866,70,173,76,0,0,3150,1420,1542,1256,399942,131535,75945,-191,46265,3507,9667,4016,0,0,149580,68997,78052,67412
2026-07-06,Total,23721,1124137,235448,1093786,7,65%,1,508179,59440,77092,0,84482,30007,11951,6170,168973,22818,7830,2095,2130,1,654,96,143,43,0,0,3183,1213,1384,1121,359334,113577,80647,6,35379,4176,8718,2412,0,0,151102,60991,70504,60495
2026-07-13,Total,22418,1045345,223077,1019120,7,60%,0,467381,55085,110852,568,77136,32221,7381,7338,165128,20281,6528,2108,3171,27,691,119,96,92,0,0,2932,1029,1317,1070,303627,113245,100596,1342,37531,5518,7412,4392,0,0,140478,51776,70020,56743
2026-07-20,Total,28368,1308848,293240,1262434,7,75%,1,643212,67933,116197,11148,93395,28091,13371,7762,162440,28344,8565,2562,4117,474,737,81,179,81,0,0,3261,1348,1430,1342,391086,136387,131034,24551,37602,3811,11324,3876,0,0,161532,68350,74829,70932
2026-07-27,Total,34140,1514603.87,346443.64,1457994.53,7,75%,1,809317.43,67813.31,162120.07,6046.06,115057.94,13386.06,10282.26,9334.84,170835,23434.81,10842,2887,5429,465,1407,39,146,105,0,0,3782,1331,1562,1467,474720.63,149602.01,175766.33,23208.22,61505.72,1543.48,8875.41,4855.65,0,0,176289.42,63682.42,79411.11,77310.98
2026-08-03,Total,27377,1319709.54,281351.93,1280229.04,7,60%,0,729196.7,63616.79,139471.47,8539.58,85562.64,13406.92,12388.8,8838.14,120588.86,19722.41,8482,2315,5039,396,803,28,179,84,0,0,3039,1010,1285,1072,407776.27,130438.03,169011.19,20796.33,42996.65,1088.16,10333.53,3897.17,0,0,159728.46,55532.99,73063.83,62596.88
2026-08-10,Total,23646,1092344.05,226993.1,1071951.29,7,40% + 10% | Up to 70% (clearance),0,666339.42,55422.42,98410.38,9330.48,61466.75,13318.32,13342.99,8210.17,110263.86,18597.07,7815,1943,3099,344,586,38,196,105,0,0,2734,979,881,846,349797.93,105132.67,105839.57,18204.01,31760.07,1797.76,11049.81,5039.66,0,0,131878.48,48655.25,45648.73,45652.68
2024-08-05,UK,1557,67977,10760,58520,7,70% + 10%,0,39558,3331,0,198,0,0,0,0,0,0,423,349,0,29,1,0,0,0,0,0,300,0,134,129,17217,15471,0,1471,0,0,0,0,0,0,12603,0,6241,6139
2024-08-12,UK,2615,133561,22552,118135,7,50%/45%/40%,0,71715,4629,0,300,0,0,0,0,0,0,1042,520,0,36,0,0,0,0,0,0,499,0,152,194,53237,27851,0,2025,0,0,0,0,0,0,23578,0,8094,10644
2024-08-19,UK,3648,194421,33315,171375,7,50% + 10%,0,104529,5768,0,263,0,0,0,0,0,0,1428,724,0,49,0,0,0,0,0,0,686,0,233,280,76324,37780,0,2764,0,0,0,0,0,0,35307,0,13249,15876
2024-08-26,UK,6378,372561,67559,333999,7,55% + 10%,0,180596,7105,0,383,0,0,0,0,0,0,2631,1156,0,57,0,0,0,0,0,0,1084,0,403,562,157814,66393,0,3110,0,0,0,0,0,0,59057,0,23993,33558
2024-09-02,UK,6538,384225,70546,347346,7,55% + 10%,0,229234,8061,0,652,0,0,0,0,0,0,2457,1254,0,89,0,0,0,0,0,0,1160,0,397,633,147401,72199,0,4857,0,0,0,0,0,0,65070,0,23276,37917
2024-09-09,UK,4705,266609,47640,244325,7,40%-60% + 10%,0,178358,6382,0,467,0,0,0,0,0,0,1633,960,0,66,0,0,0,0,0,0,882,1,277,488,96413,53588,0,4188,0,0,0,0,0,0,48221,43,15066,27510
2024-09-16,UK,3894,204261,35336,188528,7,60% + 10%,0,143273,5111,0,365,0,0,0,0,0,0,1308,680,0,53,0,0,0,0,0,0,946,0,214,348,67791,36424,0,2475,0,0,0,0,0,0,50993,0,11236,18620
2024-09-23,UK,3646,191565,34395,176115,7,50% + 10%,0,105531,4821,0,305,0,0,0,0,0,0,917,776,0,49,0,0,0,0,0,0,968,0,216,350,46340,40386,0,2431,0,0,0,0,0,0,51456,0,11817,18859
2024-09-30,UK,4070,210146,35745,192026,7,60% + 10%,0,115492,4930,0,335,0,0,0,0,0,0,1455,836,0,54,0,1,0,0,0,0,787,0,245,345,74294,42698,0,2928,0,72,0,0,0,0,41086,0,12667,18667
2024-10-07,UK,3589,180160,30947,166217,7,60% + 10%,0,102388,4362,0,346,0,0,0,0,0,0,1477,623,0,36,0,0,0,0,0,0,763,0,178,270,74457,30602,0,2071,0,0,0,0,0,0,37342,0,9670,13695
2024-10-14,UK,4232,210338,37257,191468,7,40%-60% + 10%,0,97385,4988,0,366,0,0,0,0,0,0,1781,602,0,44,0,0,0,0,0,0,851,0,187,332,87516,29883,0,2601,0,0,0,0,0,0,42164,0,8837,17234
2024-10-21,UK,3739,194258,34110,176088,7,65% + 10%,0,97306,5100,0,347,0,0,0,0,0,0,1407,581,0,50,0,0,0,0,0,0,763,0,192,315,73167,30250,0,2438,0,0,0,0,0,0,38339,0,10097,16814
2024-10-28,UK,5009,255782,44776,231586,7,65% + 10%,0,121810,7136,0,474,0,0,0,0,0,0,2005,872,0,62,1,0,0,0,0,0,901,0,251,405,101788,43156,0,3645,0,0,0,0,0,0,46905,0,12897,21424
2024-11-04,UK,6138,318540,54733,293178,7,40%-60% + 10%,0,185872,9745,0,486,0,0,0,0,0,0,2870,958,0,58,0,0,0,0,0,0,1006,0,251,447,144843,49869,0,3358,0,0,0,0,0,0,52863,0,13657,24602
2024-11-11,UK,13633,662000,119175,589809,7,70% + 10%,0,359980,13999,0,822,0,0,0,0,0,0,6227,2139,0,131,1,0,0,0,0,0,2613,28,547,944,288992,104842,0,6625,0,0,0,0,0,0,132708,1217,28343,49082
2024-11-18,UK,12657,619412,110850,544590,7,70% + 10%,0,370808,15148,0,1244,0,0,0,0,0,0,5512,2324,0,178,2,0,0,0,0,0,1997,2,627,1038,257362,117041,0,9545,0,0,0,0,0,0,101428,138,31977,53884
2024-11-25,UK,28572,1266290,241670,1106057,7,75% + 10%,0,639678,22833,0,1491,0,0,0,0,0,0,12792,5110,0,306,4,0,0,0,0,0,4360,2,1191,2471,534848,234506,0,15232,0,0,0,0,0,0,204390,104,56826,117032
2024-12-02,UK,26724,1162898,217918,1022086,7,75% + 10%,0,580509,22176,0,1584,0,0,0,0,0,0,11431,4828,0,312,1,0,0,0,0,0,4299,22,1180,2375,474808,215882,0,14519,0,0,0,0,0,0,193690,1104,54810,111874
2024-12-09,UK,13425,643162,116039,584107,7,50%/45%/40%,0,327727,16878,0,1138,0,0,0,0,0,0,5503,2390,0,173,0,0,0,0,0,0,2156,0,689,1376,258271,114501,0,8980,0,0,0,0,0,0,103683,-13,33239,69511
2024-12-16,UK,11528,521532,96545,473686,7,70% + 10%,0,289075,14710,0,859,0,0,0,0,0,0,5090,1989,0,115,1,0,0,0,0,0,1755,4,568,966,225395,89964,0,5491,0,0,0,0,0,0,81247,170,26144,45647
2024-12-23,UK,11677,527232,99060,483481,7,75% + 10%,0,258415,13350,0,613,0,0,0,0,0,0,5294,1962,0,86,0,1,0,0,0,0,2166,8,570,814,235109,89140,0,3489,0,38,0,0,0,0,97748,343,26793,39571
2024-12-30,UK,15825,687653,124127,628193,7,75% + 10%,0,361236,14997,0,958,0,0,0,0,0,0,7535,2706,0,159,0,0,0,0,0,0,2703,0,799,1019,312856,120599,0,7491,0,0,0,0,0,0,122053,0,36239,47851
2025-01-06,UK,10056,459745,84945,428810,7,60% + 10%,1,239655,14365,0,783,0,0,0,0,0,0,4115,1931,0,148,0,1,0,0,0,0,1816,4,554,723,188037,87697,0,7115,0,35,0,0,0,0,82250,136,25845,33891
2025-01-13,UK,10816,482736,92212,448197,7,60% + 10%,1,261257,16469,0,896,0,0,0,0,0,0,4847,2126,0,146,0,0,0,0,0,0,1666,8,505,620,213500,94411,0,6927,0,0,0,0,0,0,75706,396,22754,28998
2025-01-20,UK,11124,505388,94230,470513,7,67% + 10%,1,249307,12322,0,1026,0,0,0,0,0,0,5190,1770,0,149,0,0,0,0,0,0,1896,25,529,646,227740,80303,0,6931,0,0,0,0,0,0,89386,1173,24855,31364
2025-01-27,UK,10508,443540,79095,413032,7,67% + 10%,1,240733,8130,0,838,0,1635,0,0,0,0,5032,1725,0,155,0,59,0,0,0,0,1558,69,537,641,202450,73887,0,7473,0,2534,0,0,0,0,68222,3327,24663,29024
2025-02-03,UK,6835,286433,50551,264422,7,50% + 10%,1,169520,7602,0,767,0,8380,0,5529,0,0,2779,1135,0,99,0,191,0,80,0,0,1174,80,401,450,109627,49081,0,4634,0,7347,0,2741,0,0,52090,3751,17534,20135
2025-02-10,UK,8111,349914,63755,320688,7,65% + 15%,1,169183,6796,0,681,0,15859,0,12679,0,0,3540,1070,0,98,0,276,0,156,0,0,1398,122,463,523,146190,46782,0,4448,0,10558,0,7277,0,0,61126,6208,20874,24779
2025-02-17,UK,11643,500037,88837,456741,7,65% + 15%,1,253016,9527,0,923,0,20901,0,19127,0,0,5628,1582,0,141,0,302,0,142,0,0,1517,158,743,799,227701,70368,0,6426,0,12258,0,6903,0,0,68575,7987,34072,37443
2025-02-24,UK,12152,544473,93896,499297,7,60% + 15%,1,265687,8217,0,857,0,13968,0,12404,0,0,5516,1592,0,132,0,184,0,108,0,0,2216,172,664,844,234964,73044,0,6418,0,8114,0,5344,0,0,103377,8522,31695,40190
2025-03-03,UK,14740,700049,127659,645976,7,60% + 15%,1,395134,8601,0,797,0,9367,0,8500,0,0,7819,2027,0,152,1,131,0,58,0,0,1811,187,794,1012,363400,98475,0,7636,0,6265,0,3033,0,0,85475,9965,38847,50275
2025-03-10,UK,11244,550781,100281,512536,7,45%,0,311496,4671,0,815,0,7038,0,6763,0,0,5156,1822,0,138,0,81,0,42,0,0,1996,109,687,869,245426,93540,0,7088,0,4102,0,2525,0,0,94743,6004,35248,45193
2025-03-17,UK,10765,575590,113722,544134,7,60% + 10%,1,297010,3474,0,711,0,6997,0,6419,0,0,4927,1845,0,104,0,99,0,59,0,0,1864,119,731,774,264952,99185,0,5458,0,5660,0,3420,0,0,94804,6640,41264,42299
2025-03-24,UK,11709,625462,138251,588086,7,55%,1,312637,1695,0,753,0,5564,0,4568,0,0,5828,941,0,138,0,81,0,44,0,0,1762,126,1575,923,305160,50282,0,6895,0,3970,0,2554,0,0,92590,6641,90946,50640
2025-03-31,UK,8461,444635,95035,420646,7,60% + 20%,1,218080,4234,0,603,0,7702,0,3586,0,0,3711,1628,0,137,0,93,0,25,0,0,1362,102,584,591,191985,86402,0,7722,0,5207,0,1525,0,0,71252,5639,31613,31782
2025-04-07,UK,5751,294604,60893,279726,7,60% + 20%,1,143774,3051,0,629,0,6196,0,3478,0,0,2407,879,0,84,0,75,0,23,0,0,1203,67,377,396,123264,45043,0,4607,0,3843,0,1478,0,0,59847,3301,19505,21343
2025-04-14,UK,7404,370939,73912,342857,7,50%,0,168792,2703,0,518,0,6518,0,3073,0,0,3290,1205,0,69,0,123,0,25,0,0,1492,59,426,387,160042,63203,0,3591,0,5510,0,1100,0,0,75055,3159,21912,20440
2025-04-21,UK,9241,461099,93156,424351,7,50%/45%/40%,0,192717,3818,0,596,0,8260,0,2831,0,0,4214,1554,0,109,0,118,0,19,0,0,1715,93,452,424,201970,79902,0,5341,0,5318,0,1173,0,0,86313,4778,25137,23067
2025-04-28,UK,10762,522950,103021,478084,7,55% + 15%,0,230826,9102,0,572,0,6490,0,5738,0,0,5285,1355,0,103,0,64,0,72,0,0,1913,79,488,393,245125,67681,0,5194,0,3407,0,3952,0,0,96387,4188,26413,20338
2025-05-05,UK,10545,483696,94549,439022,7,55% + 15-25%,1,210890,10675,0,584,0,4782,0,15602,0,0,4711,1492,0,122,1,54,0,161,0,0,2069,61,349,300,204836,70595,0,5637,0,2572,0,8886,0,0,98108,3015,16903,14733
2025-05-12,UK,6918,314505,60264,291078,7,50%/45%/40%,0,146646,4537,0,514,0,3498,0,11961,0,0,2872,1168,0,101,0,17,0,103,0,0,1359,57,337,350,123080,54747,0,4354,0,763,0,5703,0,0,62789,2898,16293,16529
2025-05-19,UK,8747,398712,79546,364802,7,65% + 15%,1,189922,5703,0,574,0,2922,0,7079,0,0,3726,1256,0,92,1,17,0,69,0,0,1837,60,608,542,162313,59351,0,4339,0,784,0,3552,0,0,86008,3286,29446,26171
2025-05-26,UK,9839,440669,84397,399335,7,65% + 15%,1,192262,7884,0,475,0,2777,0,5332,0,0,4370,1508,0,103,0,41,0,47,0,0,1856,58,655,661,186478,71809,0,4609,0,1612,0,2192,0,0,84464,2941,31801,30978
2025-06-02,UK,10530,463890,91293,426824,7,55%,1,193708,8909,0,595,0,1988,0,3754,0,0,4351,1585,0,117,0,24,0,23,0,0,2278,93,665,630,185961,72494,0,5163,0,968,0,1102,0,0,100924,4581,30781,29204
2025-06-09,UK,6475,295201,57410,271587,7,55% + 20%,1,132762,8594,0,481,0,1641,0,3975,0,0,2529,921,0,76,0,30,0,37,0,0,1246,33,463,409,109006,44332,0,3912,0,1290,0,1892,0,0,57262,1799,23094,19647
2025-06-16,UK,4626,217355,41727,201673,7,55% + 20%,1,89763,3511,0,326,0,2106,0,4277,0,0,1685,767,0,57,0,26,0,51,0,0,950,53,305,286,77202,36574,0,2637,0,1220,0,2602,0,0,44264,2758,14682,14780
2025-06-23,UK,5768,263525,51848,244181,7,60% + 15%,1,117975,7391,0,379,0,2145,0,5486,0,0,2155,780,0,72,0,23,0,45,0,0,1363,39,377,323,92955,36413,0,3449,0,1179,0,2715,0,0,64625,1900,18203,15635
2025-06-30,UK,5757,267085,54608,249130,7,60% + 15%,1,138451,8044,0,782,0,2774,0,3864,0,0,2276,783,0,74,0,26,0,21,0,0,983,35,384,403,100210,37516,0,3583,0,1329,0,947,0,0,46466,1683,18750,20377
2025-07-07,UK,3663,175975,35102,165377,7,60% + 15%,1,88976,5570,0,715,0,3986,0,3834,0,0,1209,438,0,56,1,36,0,9,0,0,910,41,269,221,54688,21699,0,2917,0,2046,0,622,0,0,43648,1958,13806,11590
2025-07-14,UK,3229,153295,30861,144095,7,60% + 15%,1,58466,4619,0,620,0,2480,0,2477,0,0,1040,379,0,51,1,23,0,7,0,0,791,58,222,249,45842,18515,0,2677,0,1078,0,435,0,0,38126,3211,11416,11902
2025-07-21,UK,5617,253224,51110,234165,7,70% + 15%,1,118601,5543,0,599,0,2139,0,1382,0,0,2345,775,0,64,0,31,0,4,0,0,1014,43,407,360,101908,34493,0,3200,0,1562,0,166,0,0,47244,2225,19553,17055
2025-07-28,UK,5911,266753,54243,247246,7,70% + 15%,1,122484,6185,0,707,0,3720,0,1397,0,0,2305,792,0,61,0,52,0,10,0,0,1137,87,410,393,100869,35935,0,2763,0,2270,0,416,0,0,52297,4271,19546,18944
2025-08-04,UK,4338,184140,35612,170749,7,60% + 15%,1,77628,6563,0,501,0,1931,0,1433,0,0,1849,533,0,38,0,23,0,14,0,0,773,44,241,283,73659,24091,0,2080,0,963,0,652,0,0,34000,2306,10909,13368
2025-08-11,UK,7217,313673,58845,289145,7,40% + 10%,0,122449,7712,0,559,0,677,0,1428,0,0,3457,823,0,70,0,17,0,13,0,0,1255,96,306,279,141604,38886,0,3188,0,692,0,650,0,0,57560,4234,14413,13799
2025-08-18,UK,8017,364613,72683,338603,7,60% + 10%,1,178646,13177,0,685,0,551,0,1360,0,0,3657,952,0,83,0,15,12,8,0,0,1220,54,507,462,161789,44251,0,4340,0,626,634,422,0,0,56902,2830,23797,22236
2025-08-25,UK,7875,372274,78834,348503,7,65% + 15%,1,163357,14411,0,655,0,1198,0,2338,0,0,3150,922,0,88,0,29,16,12,0,0,1471,53,537,506,147340,44303,0,4407,0,1133,972,703,0,0,70512,2689,26196,23895
2025-09-01,UK,7316,349492,74004,327655,7,65% + 15%,1,159626,14467,0,641,0,2133,0,2729,0,0,2958,793,0,69,0,34,12,76,0,0,1365,41,469,488,139934,38171,0,3732,0,1544,624,2791,0,0,66145,2350,22938,24053
2025-09-08,UK,5474,266188,54013,253749,7,45%,1,125673,12644,0,497,0,3227,0,2854,0,0,2041,543,0,59,0,22,10,66,0,0,1210,37,346,361,98900,26908,0,2926,0,1164,609,2637,0,0,57272,1992,17190,19518
2025-09-15,UK,6478,295287,60019,278764,7,67% + 10%,1,149209,12760,0,347,0,3089,0,3916,0,0,2792,581,0,68,0,22,2,92,0,0,1285,32,375,377,120716,28197,0,3448,0,995,81,3749,0,0,61861,1683,18049,18635
2025-09-22,UK,5400,250556,51432,240825,7,60% + 15%,1,119592,12462,0,371,0,1678,0,5538,0,0,1942,576,0,49,0,13,1,73,0,0,1088,39,367,380,89951,27609,0,2837,0,578,38,2828,0,0,50033,1896,17043,17744
2025-09-29,UK,5098,242469,49755,235261,7,60% + 15%,1,112475,12803,0,452,0,390,0,3417,0,0,1841,514,0,64,0,2,0,23,0,0,1088,28,322,369,86129,24239,0,3504,0,75,0,1014,0,0,52276,1518,15907,17940
2025-10-06,UK,3954,188910,40295,186509,7,60% + 10%,1,102636,13070,0,349,0,0,0,1916,0,0,1320,426,0,56,0,0,0,15,0,0,911,39,267,281,63840,19793,0,3016,0,-17,0,807,0,0,42073,2183,13595,13821
2025-10-13,UK,5979,289930,63477,283495,7,50%,1,132482,13696,0,427,0,0,0,1335,0,0,2786,692,0,56,0,1,0,4,0,0,888,30,360,426,135760,33688,0,2911,0,-16,0,205,0,0,41775,1644,17319,21814
2025-10-20,UK,5494,276849,59842,267859,7,60% + 10%,1,159140,14081,0,555,0,0,0,2219,0,0,2162,677,0,78,0,0,0,11,0,0,967,46,368,433,111037,33995,0,4461,0,0,0,684,0,0,46753,2917,18341,22535
2025-10-27,UK,9657,435277,107531,411281,7,65% + 15%,1,212506,17975,0,578,0,0,0,3463,0,0,3892,1223,0,119,0,0,0,38,0,0,1660,53,581,754,172959,56611,0,6390,0,-20,0,1578,0,0,75075,2309,26979,35836
2025-11-03,UK,12460,583576,151093,559432,7,65% + 15%,0,297384,22756,0,689,0,0,0,6135,0,0,5103,1633,0,168,0,0,0,86,0,0,1935,69,737,1038,238682,78454,0,8013,0,0,0,3666,0,0,89736,3465,35671,49406
2025-11-10,UK,8324,389904,93053,376684,7,70% + 10%,0,195602,23587,0,527,0,0,0,4143,0,0,2807,1195,0,124,1,1,0,35,0,0,1528,71,581,820,128418,57464,0,6244,0,46,0,1447,0,0,72170,3975,27050,40118
2025-11-17,UK,14307,659421,154958,628444,7,70% + 10%,0,389149,29844,0,890,0,0,0,4161,0,0,6166,1739,0,176,0,0,0,34,0,0,2302,75,772,1352,276945,84390,0,9559,0,0,0,1407,0,0,106449,3696,36005,64119
2025-11-24,UK,19205,825225,212258,806200,7,Up to 75% + Extra 25%/20%/15%,1,507697,34891,0,1094,0,751,0,4054,0,0,7265,2539,0,229,1,1,0,48,0,0,3465,73,1149,2170,299777,113174,0,10925,0,50,0,2079,0,0,152973,3278,49977,94945
2025-12-01,UK,17425,734930,177950,687325,7,Up to 75% + Extra 25%/20%/15%,0,369259,32544,0,915,0,2442,0,4132,0,0,5939,2374,0,208,1,0,0,46,0,0,3812,111,919,1743,245052,104181,0,9795,0,0,0,2219,0,0,156657,5464,38764,77805
2025-12-08,UK,9469,418637,93078,397876,7,70% + 10%,0,111555,22285,0,757,0,2883,0,2543,0,0,2484,1372,0,124,0,0,0,30,0,0,2008,53,564,1166,103858,63772,0,5930,0,0,0,1528,0,0,88579,2544,24701,54150
2025-12-15,UK,10185,436809,97489,411306,7,70% + 15%,0,178092,19856,0,596,0,1662,0,4047,0,0,3533,1494,0,125,0,1,0,44,0,0,1922,38,590,969,143104,65526,0,5569,0,35,0,1783,0,0,87731,1714,24971,42881
2025-12-22,UK,12215,567725,128148,535730,7,75% + 10%,0,281328,16025,0,533,0,1401,0,3520,0,0,4974,1865,0,77,0,0,0,21,0,0,2381,58,615,808,232467,88490,0,3736,0,0,0,1033,0,0,110097,2840,27969,37572
2025-12-29,UK,13215,638680,150393,610771,7,75% + 10%,1,318965,19797,0,640,0,1392,0,2739,0,0,5050,1844,0,133,1,1,0,26,0,0,3007,71,650,874,241276,90466,0,6448,0,72,0,1277,0,0,147071,3750,32786,42001
2026-01-05,UK,10715,500037,111015,478381,7,75% + 10%,1,240359,17466,0,613,0,1402,0,2078,0,0,4086,1425,0,116,0,0,0,9,0,0,2410,53,570,669,188910,66950,0,5410,0,0,0,572,0,0,114238,2811,26353,31043
2026-01-12,UK,8418,403358,87856,388847,7,60% + 10%,1,247730,18052,0,519,0,1379,0,2068,0,0,3627,1156,0,92,0,0,0,7,0,0,1573,42,478,528,170926,57510,0,4639,0,0,0,181,0,0,76663,2063,24745,24739
2026-01-19,UK,7042,333479,73749,323657,7,65% + 20%,1,159647,16906,0,433,0,386,0,1701,0,0,2799,1027,0,79,0,1,0,8,0,0,1508,40,385,391,128696,51340,0,4316,0,44,0,444,0,0,71543,2559,19623,19047
2026-01-26,UK,10142,499867,104434,476818,7,65% + 10%,1,295558,20703,0,484,0,0,0,1386,0,0,4263,1444,0,103,0,0,0,3,0,0,1943,41,521,540,211657,72892,0,5540,0,0,0,133,0,0,93883,2056,25294,26992
2026-02-02,UK,6656,340674,73575,333069,7,60% + 10%,1,192539,23339,0,500,0,0,0,1406,0,0,2196,1126,0,104,0,0,0,5,0,0,1178,62,454,452,114163,59363,0,5381,0,0,0,285,0,0,60200,3289,23119,23645
2026-02-09,UK,4903,250417,54592,246613,7,65% + 15%,1,144670,20473,0,472,0,0,0,1458,0,0,1595,788,0,57,0,0,0,7,0,0,932,42,313,333,84163,41221,0,3231,0,0,0,352,0,0,46227,2373,16016,16029
2026-02-16,UK,5990,290621,63090,283724,7,65% + 15%,1,185864,25708,0,489,0,0,0,1396,0,0,2176,865,0,61,0,0,0,16,0,0,1078,57,321,350,108835,43550,0,3247,0,0,0,799,0,0,51817,3349,14813,16833
2026-02-23,UK,6557,312315,64262,299907,7,60% + 10%,1,178622,24461,0,452,0,0,0,1401,0,0,2675,1010,0,53,0,0,0,9,0,0,1057,54,326,390,124975,51420,0,2880,0,0,0,548,0,0,49790,2733,16805,19484
