week_start,region_bucket,new_orders,new_revenue,new_cogs,new_gross_revenue,promo_days,max_promo_amount,any_gwp,adspend_Meta,adspend_GoogleSearch,adspend_TikTokShop,adspend_Bing,adspend_AppLovin,adspend_Pinterest,adspend_Rokt,adspend_TikTokSocial,adspend_Television,adspend_YouTube,orders_Meta,orders_GoogleSearch,orders_TikTokShop,orders_Bing,orders_AppLovin,orders_Pinterest,orders_Rokt,orders_TikTokSocial,orders_Television,orders_YouTube,orders_CRMEmail,orders_CRMSMS,orders_Organic,orders_Direct,rev_Meta,rev_GoogleSearch,rev_TikTokShop,rev_Bing,rev_AppLovin,rev_Pinterest,rev_Rokt,rev_TikTokSocial,rev_Television,rev_YouTube,rev_CRMEmail,rev_CRMSMS,rev_Organic,rev_Direct
2026-03-02,UK,7526,348416,70374,333362,7,60% + 10%,1,249312,27971,0,378,0,0,0,1403,0,0,3208,931,0,75,1,0,0,21,0,0,1179,65,355,502,142423,46224,0,4011,0,0,0,1059,0,0,55857,3385,17656,25595
2026-03-09,UK,7158,322010,66993,306690,7,55%,0,175981,28620,0,412,0,0,0,1368,0,0,2654,973,0,65,0,0,0,14,0,0,1248,34,341,505,115616,47404,0,3171,0,0,0,596,0,0,57352,1520,16127,24752
2026-03-16,UK,5556,247855,48918,232514,7,65% + 10%,1,170577,21212,0,309,0,0,0,1432,0,0,2267,703,0,33,0,0,0,16,0,0,894,14,224,296,98489,33360,0,1600,0,0,0,890,0,0,42072,552,10380,14701
2026-03-23,UK,4752,226082,46351,215786,7,70%,1,153581,19901,0,318,0,0,0,1400,0,0,1871,514,0,29,1,1,0,25,0,0,797,33,165,209,87441,25440,0,1347,0,65,0,1306,0,0,37926,1577,8182,10836
2026-03-30,UK,4212,201452,42140,192894,7,80% + 80%,1,129218,15624,0,282,0,0,0,1390,0,0,1329,453,0,24,0,0,0,13,0,0,821,16,147,203,61867,22924,0,1375,0,-17,0,583,0,0,40769,708,7467,9902
2026-04-06,UK,4232,208294,44134,201135,7,70% + 10%,1,126959,22264,0,240,0,0,0,1410,0,0,1317,628,0,40,0,0,0,17,0,0,842,33,222,292,64391,32338,0,2175,0,0,0,710,0,0,42154,1742,11318,14925
2026-04-13,UK,5065,213101,46013,195455,7,70% + 10%,0,149009,19631,0,406,0,0,0,1355,0,0,2411,606,0,42,1,0,0,23,0,0,798,18,189,254,88135,29716,0,2062,0,0,0,1155,0,0,37029,1255,9206,12921
2026-04-20,UK,4324,187914,41941,175594,7,55%/50%/45%,0,129706,15208,0,331,0,0,0,1445,0,0,1863,505,0,39,0,1,0,12,0,0,827,35,193,216,74543,23371,0,1925,0,45,0,525,0,0,38921,1889,8983,9993
2026-04-27,UK,3756,168433,37235,159699,7,55% + 15%,0,89441,14806,0,303,0,0,0,1400,0,0,1283,498,0,33,0,0,0,14,0,0,927,17,196,207,55129,23571,0,1557,0,0,0,593,0,0,40962,606,8907,9943
2026-05-04,UK,4119,195638,42501,184918,7,55% + 25%/20%/15%,1,113817,10862,0,329,0,0,0,1388,0,0,1624,565,0,50,0,0,0,11,0,0,699,37,192,238,78217,28373,0,2218,0,0,0,506,0,0,32802,1882,9137,12264
2026-05-11,UK,3763,183964,38935,176534,7,72%,0,99371,10936,0,360,0,0,0,2810,0,0,1728,562,0,43,0,0,0,17,0,0,574,53,129,139,83855,28757,0,2437,0,0,0,841,0,0,27479,2610,6198,7169
2026-05-18,UK,3851,183512,40821,174061,7,65% + 15%,1,116868,11027,0,277,0,0,0,2833,0,0,1641,504,0,59,0,0,0,14,0,0,682,36,159,160,77762,24354,0,2776,0,0,0,618,0,0,33064,1734,7825,8031
2026-05-25,UK,3641,177685,37144,167862,7,65% + 15%,1,135055,10130,0,338,0,0,0,2828,0,0,1438,540,0,40,0,0,0,10,0,0,714,25,158,154,68807,27636,0,1993,0,0,0,608,0,0,35382,1301,7876,8214
2026-06-01,UK,3332,159409,32545,151598,7,55%,0,106007,9554,0,349,0,0,0,2726,0,0,1323,494,0,47,0,0,0,8,0,0,717,15,117,137,61415,25316,0,2136,0,0,0,410,0,0,34519,936,5573,6972
2026-06-08,UK,3413,160989,34860,153166,7,60% + 20%,1,97692,11705,0,131,0,0,0,2883,0,0,1428,485,0,16,0,0,0,25,0,0,623,13,168,154,64201,24214,0,638,0,0,0,1128,0,0,30609,403,8619,8005
2026-06-15,UK,3158,150759,31680,143607,7,70%,1,102095,10601,0,0,0,0,0,2641,0,0,1296,407,0,0,0,0,0,9,0,0,634,36,199,157,61249,20660,0,0,0,0,0,414,0,0,29432,1611,9523,8220
2026-06-22,UK,3661,163449,37140,153284,7,65% + 15%,1,98582,10132,0,0,0,0,0,2161,0,0,1367,467,0,0,0,0,0,11,0,0,816,76,218,201,58581,22248,0,0,0,0,0,517,0,0,36913,3277,10257,9779
2026-06-29,UK,4784,210781,47228,195116,7,65% + 15%,1,129513,13398,0,0,0,0,0,1371,0,0,2117,613,0,0,0,0,0,20,0,0,736,61,303,216,90033,28740,0,0,0,0,0,941,0,0,32760,2609,13995,11119
2026-07-06,UK,4057,179996,38580,167659,7,65%,1,124757,14194,0,0,0,0,0,1355,0,0,1709,504,0,0,0,0,0,19,0,0,691,68,262,197,74667,24309,0,0,0,0,0,1098,0,0,31741,2839,11742,9167
2026-07-13,UK,3172,144193,32538,135407,7,60%,0,90764,13821,0,29,0,0,0,2366,0,0,1134,440,0,1,0,0,0,49,0,0,585,34,224,155,49335,21560,0,46,0,0,0,2336,0,0,26099,1588,10960,7485
2026-07-20,UK,4898,223079,52455,207590,7,75%,1,154190,14626,0,600,0,0,0,2896,0,2931,2063,575,0,37,1,1,0,56,0,0,684,52,271,255,93681,27327,0,1752,0,21,0,2676,0,0,32024,2319,12790,12209
2026-07-27,UK,7919,348392.97,84313.27,323709.8,7,75%,1,241927.57,18147.04,0,427.88,0,0,0,4974.38,0,2470.54,3965,825,0,56,0,2,0,73,0,0,969,48,442,366,166133.78,39576.67,0,2476.52,0,100.1,0,3384.32,0,0,42778.26,2275.31,20438.78,18097.15
2026-08-03,UK,5055,249529.98,58398.34,235623.58,7,60%,0,202520.73,15198.76,0,886.38,0,0,0,5392.4,0,783.51,2492,532,0,35,0,0,0,62,0,0,667,39,307,245,119166.54,28047.13,0,1776.27,0,0,0,2822.24,0,0,34108.73,1938.81,15913.58,13246.1
2026-08-10,UK,3760,173734.59,39963.19,165593.56,7,40% + 10% | Up to 70% (clearance),0,133040.74,11380,0,1410.96,0,0,0,5460.29,0,3157.82,1685,373,0,19,0,0,0,85,0,0,545,44,175,163,74452.53,18392.85,0,1231.24,0,0,0,4067.4,0,0,25882.37,2264.75,8141.3,8607.6
2024-08-05,US,26761,1361249,272934,1347007,7,70% + 10%,0,558297,43792,25827,5968,28213,4521,0,28570,108585,0,6950,2108,1105,827,1031,49,0,263,0,0,3698,1170,1688,2583,338066,115070,45458,43310,51151,2506,0,14834,0,0,190264,66189,90700,139799
2024-08-12,US,35028,1850190,373525,1844970,7,50%/45%/40%,0,612950,44511,41153,5513,64189,8361,0,25398,92750,0,9624,2522,2613,977,1746,106,0,244,0,0,5131,1853,1778,2995,523791,150503,69753,53270,99122,5820,0,14485,0,0,271050,110589,100666,171832
2024-08-19,US,29721,1606423,328083,1611818,7,50% + 10%,0,603398,47264,26438,5151,70213,12904,0,23932,87117,0,8196,2443,1561,819,1402,150,0,167,0,0,3698,1183,1645,2858,452880,139235,44523,44022,87417,8937,0,10114,0,0,201218,70189,92622,165764
2024-08-26,US,34171,1890224,388551,1887608,7,55% + 10%,0,615897,50630,22735,5634,87202,16298,0,16425,98620,0,8102,2880,1156,1022,2572,241,0,101,0,0,4643,1744,1887,3418,448303,167257,37050,56894,150596,13317,0,5939,0,0,254908,102262,109895,202442
2024-09-02,US,42503,2391347,493339,2376894,7,55% + 10%,0,578597,53816,19511,5489,350829,17849,0,16495,95189,0,7744,3299,916,1115,7129,235,0,84,1,0,6341,2575,2215,3920,413332,194293,33105,63806,418594,12512,0,4258,43,0,352180,159619,129145,232727
2024-09-09,US,33001,1779644,361564,1780421,7,40%-60% + 10%,0,444792,44932,22145,5240,251497,23375,0,16143,74112,0,5567,2392,1439,849,5139,300,0,46,0,0,4725,1878,1839,2863,285407,140222,53424,46033,283625,16247,0,2300,0,0,259871,113203,107617,164800
2024-09-16,US,28970,1566375,307161,1575168,7,60% + 10%,0,444061,46664,9262,5026,192945,23476,0,16053,87094,0,5490,2154,613,878,3909,304,0,36,0,0,4648,1450,1618,2662,276804,126914,23871,49164,211476,16038,0,1964,0,0,256026,87778,91752,154130
2024-09-23,US,28342,1503779,301403,1508968,7,50% + 10%,0,415609,41215,6994,4482,172735,24980,0,17807,90480,0,5453,2224,412,745,3266,320,0,72,0,0,5001,1729,1513,2457,255952,128232,16964,42397,172160,15674,0,4134,0,0,275187,99768,85646,139758
2024-09-30,US,31368,1611931,314696,1617482,7,60% + 10%,0,496226,35298,3282,2966,178344,28474,0,18998,95194,0,8640,2399,167,713,3255,338,0,126,0,0,4877,1848,1596,2518,393068,134478,6570,39586,163127,16955,0,6651,0,0,259155,107761,88240,143209
2024-10-07,US,31252,1601435,311409,1602625,7,60% + 10%,0,558670,34244,7174,3409,126752,28614,0,18218,95914,0,9777,2364,678,720,2370,385,0,131,0,0,4876,1590,1624,2497,460807,133627,22496,40195,115340,18812,0,6964,0,0,260345,92347,90344,141522
2024-10-14,US,33784,1810204,363958,1810348,7,40%-60% + 10%,0,618698,31586,6876,3676,101414,29500,0,18426,80776,0,10300,2756,576,818,2182,444,0,154,0,0,5515,1410,1891,2800,532735,160755,21764,45667,103251,23115,0,8003,0,0,294311,80386,109717,160997
2024-10-21,US,38834,2004696,403853,1998587,7,65% + 10%,0,725556,35270,8221,3854,189393,32088,0,17897,64843,0,11296,2787,701,869,4040,425,0,172,0,0,5741,1963,1759,2829,537616,158237,25989,48544,189795,18921,0,9576,0,0,309119,114674,97605,158043
2024-10-28,US,41857,2095723,431106,2065920,7,65% + 10%,0,612516,38207,15036,4839,266550,32562,0,16759,50901,0,10201,3162,1415,1082,6267,514,0,182,0,0,5999,2166,1878,3260,505117,172565,40631,58413,278546,23282,0,9492,0,0,318493,123396,100552,174655
2024-11-04,US,47339,2379539,479958,2338879,7,40%-60% + 10%,0,571973,51603,36318,5933,411063,41542,0,16951,42570,0,9793,3322,3716,1152,8488,561,0,181,0,0,5813,2187,2152,3458,489144,179838,125672,61914,396619,26642,0,9336,0,0,311281,126445,117684,191317
2024-11-11,US,73654,3705564,767225,3611594,7,70% + 10%,0,899928,58943,48518,7333,670698,46107,0,20707,64947,0,16238,5077,3779,1624,14278,527,0,221,0,0,10926,4087,2887,4431,814403,274892,133519,86477,665678,26217,0,11622,0,0,571941,234696,154919,240688
2024-11-18,US,66190,3379513,709058,3313332,7,70% + 10%,0,822212,61644,42791,9188,707759,48057,0,25776,140551,0,13454,5091,4178,1745,12159,566,0,260,0,0,8990,3313,2786,4544,668825,279576,141229,95250,605034,26253,0,12543,0,0,484042,195545,155008,251525
2024-11-25,US,110141,5799244,1348356,5651535,7,75% + 10%,0,1394728,80974,63488,9961,985424,41551,0,34080,233495,0,24061,10178,4847,2498,15378,523,0,382,0,0,17162,7110,4716,8669,1212568,569469,183121,139980,800964,26525,0,18398,0,0,923430,428195,261563,484988
2024-12-02,US,90271,4604226,1045105,4502322,7,75% + 10%,0,1020262,102883,39697,10423,708768,25699,0,22740,120863,0,19960,8368,2489,2485,10797,487,1,242,0,0,14789,5456,4210,7243,976184,446100,96790,134535,538911,24152,20,11175,0,0,769959,316208,226434,390552
2024-12-09,US,44756,2341483,503678,2363799,7,50%/45%/40%,0,661775,60085,34845,8020,145115,24819,0,10510,118452,0,12278,3834,2269,1309,2168,330,0,85,0,0,5976,2352,2379,4282,625278,210365,94111,72403,102599,15679,0,4801,0,0,312310,136395,133453,237713
2024-12-16,US,56060,2851942,629827,2842872,7,70% + 10%,0,934168,56304,26290,7163,353435,18611,0,12859,155983,0,17714,4764,1620,1378,5142,334,0,103,0,0,6578,2134,2715,5017,877704,259208,64177,73493,255106,18541,0,5458,0,0,334693,118952,146832,269726
2024-12-23,US,59047,3070353,671668,3050401,7,75% + 10%,0,999555,76452,23100,7048,204110,17681,0,11099,191724,0,20910,5106,1445,1534,3142,389,0,92,1,0,7525,3048,3129,4953,1067479,278320,56844,82438,157778,22020,0,5267,49,0,389378,171890,173115,275343
2024-12-30,US,73656,3827581,801501,3782210,7,75% + 10%,0,1240435,70679,20557,8423,266216,39069,0,11304,180529,0,25507,6968,1540,2019,4544,557,0,111,0,0,9896,3901,4021,6147,1294673,383207,55823,110092,225775,30139,0,6069,0,0,514127,215243,222390,339125
2025-01-06,US,48992,2573399,543188,2585477,7,60% + 10%,1,989379,56134,17753,8328,59141,43737,0,11799,164421,0,18070,4196,1094,1471,1236,519,0,121,0,0,5843,2327,2650,3756,939906,235287,43248,77676,61192,27885,0,6760,0,0,305424,132168,147738,210956
2025-01-13,US,45342,2363213,518752,2396506,7,60% + 10%,1,916448,48349,18464,7211,99893,43497,0,13359,161271,0,17045,4156,1088,1445,1366,523,0,154,0,0,5397,1792,2160,2950,880975,226013,44490,76716,68137,28384,0,8279,0,0,279028,98832,118197,158985
2025-01-20,US,49652,2569778,537006,2570351,7,67% + 10%,1,980849,48747,26468,6675,81263,37899,0,21060,156125,0,19993,4204,1498,1321,1214,507,0,404,0,0,5799,1846,2226,3047,998836,231467,66266,69365,62852,26883,0,19824,0,0,305564,104073,123053,166755
2025-01-27,US,40197,2028808,429153,2069796,7,67% + 10%,1,847346,44885,23936,6960,59625,28820,0,29301,172857,0,15050,3427,1683,1234,1123,393,0,446,0,0,4675,1449,1953,2596,727028,188384,59812,66421,58307,20193,0,23995,0,0,243251,80914,105328,142109
2025-02-03,US,31001,1591343,333251,1620824,7,50% + 10%,1,657552,33868,27850,6475,76521,21397,0,45646,125910,0,9582,2516,1701,1041,1258,330,0,562,0,0,3778,1624,1610,2199,455952,141249,67716,56746,66269,15660,0,30549,0,0,203812,97480,88030,122761
2025-02-10,US,40013,2017737,428823,2011002,7,65% + 15%,1,669773,36396,37841,6173,258434,21057,0,48717,115697,0,11409,2709,2064,1059,4369,353,0,673,0,0,4765,2123,2021,2768,548905,145959,77024,55360,229802,16921,0,34922,0,0,246317,119729,109824,146057
2025-02-17,US,50852,2609817,547999,2587698,7,65% + 15%,1,883638,52549,53335,7004,245008,20977,0,56086,112648,0,16811,3183,2708,1348,4481,370,0,816,0,0,5421,2417,2632,3636,834948,176407,102180,74810,235376,16965,0,42816,0,0,286113,140280,144751,201801
2025-02-24,US,36606,1914043,391826,1930837,7,60% + 15%,1,674996,34755,36504,6520,134154,23983,0,53196,123056,0,11453,2210,1944,1065,2034,323,0,646,0,0,4799,2029,2042,2666,564783,125316,74297,58064,109164,16252,0,33677,0,0,263860,121209,117287,151108
2025-03-03,US,35564,1823694,380696,1831197,7,60% + 15%,1,637616,42049,43281,5986,125084,20135,0,52970,120656,0,10891,2436,3344,971,2052,282,0,709,0,0,3945,1769,1927,2479,540028,138886,125414,53340,105944,14421,0,37445,0,0,207422,103968,109378,143391
2025-03-10,US,29781,1541979,318532,1551395,7,45%,0,513129,35565,54391,4358,124668,17581,0,54785,116359,0,8629,1428,3584,762,1636,208,0,618,0,0,3335,1240,1613,2130,439784,82833,129682,40772,87009,11401,0,32496,0,0,176884,73454,92563,122253
2025-03-17,US,33054,1791241,380254,1814954,7,60% + 10%,1,561164,35155,46572,3541,136504,17316,0,42544,129198,0,10688,1784,2637,784,2128,193,0,456,0,0,3781,1833,1704,2210,582068,103364,110366,44373,119282,10124,0,25329,0,0,201884,108814,96017,125449
2025-03-24,US,32961,1763384,400502,1775675,7,55%,1,597338,15337,38576,3812,169169,11964,0,35112,149160,0,11373,757,2633,792,2211,140,0,347,0,0,3807,1557,2489,2324,602195,40135,114238,44503,119311,7399,0,17957,0,0,200387,90561,148805,134964
2025-03-31,US,36859,1989122,446425,1986059,7,60% + 20%,1,758629,46801,31741,3523,131181,7000,0,31583,143788,0,13831,2439,1654,804,2105,104,0,365,0,0,3848,1677,2094,2859,722008,142253,72438,43625,114292,5271,0,18977,0,0,213073,102163,120022,164466
2025-04-07,US,31950,1746306,383798,1762211,7,60% + 20%,1,665577,40401,38177,3602,119741,8352,0,34026,132218,0,10092,1953,2066,686,2060,106,0,294,0,0,4329,1174,1933,2451,541906,114005,101926,39655,114791,5764,0,15697,0,0,230294,67963,109993,141951
2025-04-14,US,34554,1786879,393137,1782794,7,50%,0,680613,30834,52554,3040,119646,9111,0,31613,132482,0,12674,1838,3060,672,2230,180,0,305,0,0,3799,1239,1562,1812,640227,100135,126918,37057,121930,8492,0,15143,0,0,198326,72106,87575,100952
2025-04-21,US,39548,2058336,460873,2043397,7,50%/45%/40%,0,700685,39328,54070,3259,114882,13629,0,22314,128666,0,13619,2930,3078,814,2123,261,0,259,0,0,4936,2070,1507,1905,692159,166119,129268,42883,113340,12024,0,12031,0,0,266884,121359,83542,106827
2025-04-28,US,46102,2377118,527195,2349054,7,55% + 15%,0,864797,34688,82056,3522,119432,14737,0,21891,125288,0,19178,2936,4015,804,1871,223,0,327,0,0,5041,1990,1545,1712,955738,168173,183122,43814,100087,10593,0,15139,0,0,266809,114911,87355,95050
2025-05-05,US,46078,2395817,529175,2365909,7,55% + 15-25%,1,887008,36409,53202,4993,110207,13655,0,27911,110733,0,18270,3762,2364,954,2120,197,0,469,0,0,5370,2495,1262,1388,911094,213376,115847,51014,110786,9023,0,22687,0,0,282346,147240,69823,77556
2025-05-12,US,37693,1904367,416076,1902199,7,50%/45%/40%,0,771173,29315,78206,4904,98502,10096,0,25068,116311,0,14823,3485,2330,835,1864,100,0,369,0,0,4687,1428,1301,1430,724839,190486,102386,44121,96406,4917,0,18127,0,0,243129,81636,72422,79244
2025-05-19,US,47512,2328981,518316,2299211,7,65% + 15%,1,826219,44754,231343,4776,136499,5737,0,19193,119701,0,14750,3492,8330,850,2511,73,0,142,0,0,5623,2319,1924,2548,720837,190252,329952,44274,129606,3683,0,6296,0,0,285754,128141,108463,144630
2025-05-26,US,42351,2152255,477505,2133459,7,65% + 15%,1,741735,65199,69934,5535,156836,5349,-698,10769,127241,0,13446,3586,3356,975,3227,70,0,114,0,0,5641,2389,2122,2604,659808,197430,126096,51682,173717,3302,0,5185,0,0,291054,142081,115233,147100
2025-06-02,US,34668,1739383,386503,1732881,7,55%,1,670777,45383,73635,5382,94448,4670,-4883,7119,124738,0,10989,2894,3277,778,1788,62,0,73,0,0,4523,1783,1704,2225,543670,159749,110237,40662,95905,3348,0,3144,0,0,235743,101639,93352,125738
2025-06-09,US,25777,1291614,299510,1320258,7,55% + 20%,1,542735,37272,45711,4938,103629,3937,-4883,6197,107732,0,7719,2389,1955,682,1160,63,0,59,0,0,3381,1243,1405,1759,384431,128812,71368,36441,59159,3208,0,2751,0,0,170710,69962,74793,94312
2025-06-16,US,24203,1242844,284617,1288022,7,55% + 20%,1,554809,25145,33201,3348,64465,4574,3517,6498,97786,0,7533,2555,1508,677,762,54,71,57,0,0,3431,1409,1429,1721,380927,141370,56986,37129,37922,2924,4138,2444,0,0,178965,79705,75612,94707
2025-06-23,US,28720,1504773,346131,1527182,7,60% + 15%,1,663664,40518,35792,2558,66927,6187,5635,8698,112668,0,8717,2054,1440,653,1077,60,100,78,0,0,3591,1226,1525,1969,446540,111663,53071,34818,56936,2764,6073,3932,0,0,187861,69324,81352,108608
2025-06-30,US,30270,1579219,370709,1585266,7,60% + 15%,1,672210,38187,38758,6444,145996,6933,12957,9729,135708,41279,8986,2732,1580,819,2012,111,146,62,0,0,4109,1537,1861,2304,459558,148396,58150,44969,106790,6053,9520,2966,0,0,216667,90220,102635,130376
2025-07-07,US,23893,1211797,279893,1232858,7,60% + 15%,1,458889,27729,131498,6480,80479,7184,6521,9279,112043,72196,5935,1871,4487,623,847,61,111,38,0,0,3424,1290,1167,1611,304197,108887,155947,34328,47232,3500,6987,2049,0,0,184061,74407,68000,96019
2025-07-14,US,24315,1228305,285140,1244039,7,60% + 15%,1,508230,23683,124218,5137,68805,5877,7501,5733,121038,66290,7104,1804,4385,575,537,77,118,21,0,0,2890,1370,1241,1527,367525,104825,158008,30661,28959,3772,7711,784,0,0,153839,79439,67887,84763
2025-07-21,US,30138,1561263,367404,1565674,7,70% + 15%,1,763101,37057,68879,4600,76589,9161,9355,6806,112821,0,11200,2322,2493,668,730,122,156,46,0,0,3553,1565,1644,2006,579272,128100,97342,35930,38666,6186,10068,2239,0,0,183881,91695,91063,112784
2025-07-28,US,38368,2021998,475994,2016555,7,70% + 15%,1,885099,92123,98561,5245,79572,13599,21481,8149,112110,0,14288,2672,3249,812,972,192,311,57,0,0,4326,2082,1810,2474,754257,152475,125659,44805,53379,9418,19538,2748,0,0,231991,123884,101388,140517
2025-08-04,US,27150,1417598,324276,1435721,7,60% + 15%,1,617486,68517,85540,4774,59289,13960,18500,5798,110073,0,9824,1859,2969,584,643,150,259,31,0,0,2963,1225,1251,1704,516919,104915,113678,33227,34064,7056,16230,1723,0,0,160199,71989,71278,96806
2025-08-11,US,29322,1506851,336594,1525051,7,40% + 10%,0,559795,41446,75476,5368,34928,27368,16255,4167,101872,0,10875,1986,2907,606,343,166,246,67,0,0,3626,1534,939,1311,558085,111848,116548,34003,18773,8250,15530,2600,0,0,191623,86397,52394,72222
2025-08-18,US,30343,1520306,347221,1521159,7,60% + 10%,1,602924,55524,84490,5313,35237,51012,20993,6520,91820,0,11212,1598,3364,655,465,262,349,101,0,0,2944,1032,1447,1884,568413,85329,134137,36252,23966,12807,20904,3998,0,0,149016,56494,76368,103826
2025-08-25,US,40357,2061815,491341,2041368,7,65% + 15%,1,823696,65689,103896,5368,53991,69893,26315,8998,90209,0,14960,2750,4250,837,719,334,493,143,0,0,4319,1424,1992,2616,773727,150542,168269,44776,34560,16077,29673,5921,0,0,226339,82723,107700,144409
2025-09-01,US,46242,2309842,533065,2279518,7,65% + 15%,1,790590,70154,140089,5675,78840,38590,45097,13613,87532,0,14847,2696,7041,897,1139,362,672,261,0,0,4914,2353,2086,2901,769750,147864,250462,48151,56047,17299,39578,12568,0,0,252517,135251,114929,160832
2025-09-08,US,32963,1641330,361977,1652732,7,45%,1,643432,56555,163405,4355,51184,9228,32435,14019,82900,0,9560,1566,7741,550,475,183,453,191,0,0,3315,1568,1336,1814,498048,87567,304992,29892,24927,8998,27323,9078,0,0,170535,89469,75509,100946
2025-09-15,US,39966,2040205,458879,2031256,7,67% + 10%,1,764002,53371,161745,3402,42256,3781,24973,13927,77735,0,13321,1781,7365,651,566,133,453,211,0,0,4141,1660,1675,2112,681546,99139,319497,34990,27410,6648,26868,10845,0,0,220213,96972,91719,120916
2025-09-22,US,38831,2004857,440435,1997077,7,60% + 15%,1,773575,58432,163370,3471,42098,5543,29884,18292,95599,0,12184,2192,7942,770,505,124,490,287,0,0,3625,1363,1732,2456,644965,123199,337623,42586,27936,6941,30299,14424,0,0,188836,78749,97257,142880
2025-09-29,US,38725,1995065,433081,1984305,7,60% + 15%,1,744840,65222,201202,3926,42186,12453,34027,19368,95885,24355,10595,1925,9580,716,381,64,485,199,0,0,4001,1555,1572,2237,576145,113523,379448,42818,21713,4052,30938,10324,0,0,206817,93088,91675,131913
2025-10-06,US,38314,1958930,430186,1947780,7,60% + 10%,1,749792,67882,183504,4360,42295,32764,24027,18099,116945,46653,10484,2455,8848,726,341,103,338,139,0,0,3765,2147,1690,2292,579372,143631,329454,42520,19046,6014,21242,8162,0,0,192396,128770,96464,131885
2025-10-13,US,40391,2119361,477687,2108052,7,50%,1,820086,75565,148099,4617,54100,51033,25114,10952,120226,49787,13194,2881,7708,805,311,154,335,78,0,0,3641,1627,1811,2535,736897,172582,278516,45246,17041,10050,21319,4486,0,0,202044,99348,105215,147298
2025-10-20,US,37210,1897605,426717,1891627,7,60% + 10%,1,609867,83131,168581,4878,69213,16627,46758,5950,124845,48328,9228,2480,9558,799,484,68,601,19,0,0,3721,1813,1509,2400,520678,139396,341293,45527,27242,4023,37339,862,0,0,208368,111442,87196,134125
2025-10-27,US,37710,1842612,409355,1826562,7,65% + 15%,1,526914,81702,203193,5227,49372,-3004,37701,5731,127242,45834,8052,2439,11435,739,540,27,433,38,0,0,3715,1990,1282,2281,446231,140670,386865,41812,29952,1715,27903,2203,0,0,202455,117824,71216,127535
2025-11-03,US,52004,2896006,681033,2870925,7,65% + 15%,0,1031205,82345,172849,5881,78262,-1618,28903,8384,125064,51562,16811,3638,7572,1153,1283,41,397,45,0,0,4842,2424,2016,3746,990630,220942,309382,64784,72993,2216,24652,2315,0,0,271973,145228,117978,220825
2025-11-10,US,49110,2724721,633784,2711981,7,70% + 10%,0,1098928,108316,145760,6464,165600,-3119,37802,6627,90281,50815,13916,3551,6530,1137,2598,50,496,35,0,0,5111,2740,1949,3789,807503,210525,274063,67141,144963,2669,30538,1844,0,0,287406,161444,112604,225617
2025-11-17,US,61740,3318320,783383,3278978,7,70% + 10%,0,1211312,118237,187250,6903,342676,-3333,59243,8625,157168,32795,18934,3693,7243,1283,4876,60,633,32,0,0,6748,3230,2081,4177,1015149,213413,328004,71317,264826,3169,38659,1682,0,0,371383,188839,118908,245702
2025-11-24,US,97742,5065117,1299530,5029544,7,Up to 75% + Extra 25%/20%/15%,1,1653816,151575,308692,7700,498817,-670,111628,19978,218415,24558,27141,6777,11546,1786,7974,87,1353,63,0,0,10290,6529,3532,7396,1362339,379689,526307,101115,402844,4162,79784,2905,0,0,547428,377230,192571,412404
2025-12-01,US,121003,5997498,1494379,5907133,7,Up to 75% + Extra 25%/20%/15%,0,1794036,202180,397662,9549,474019,18525,141698,20336,154475,8600,32365,8569,14504,2138,9068,113,1809,91,0,0,13296,7860,4061,8717,1511330,460408,705593,116277,441692,5174,107217,4033,0,0,654179,413601,205414,470641
2025-12-08,US,77455,4129712,963048,4110483,7,70% + 10%,0,1298523,122454,367276,7516,179428,12832,62804,17844,216399,0,21442,5888,13763,1350,3078,62,1020,76,0,0,7264,3455,2732,5627,1104594,345868,668852,79102,170478,3576,64028,3235,0,0,376777,202840,155927,332412
2025-12-15,US,84462,4268212,1010675,4221184,7,70% + 15%,0,1316955,83026,439034,6241,175301,8007,41720,19476,206907,0,25931,6567,16962,1272,3036,68,666,114,1,0,7569,3399,2792,5116,1282323,367768,747843,72242,164390,3632,42885,5080,40,0,393207,195431,151363,285022
2025-12-22,US,73784,3898599,929967,3875155,7,75% + 10%,0,1275120,69055,314552,6205,155849,5170,24964,12137,297112,0,23615,6500,11924,1189,2940,50,387,117,1,0,7542,3401,2683,4180,1235258,368215,553590,70335,159656,2722,23614,4878,38,0,408994,198514,147912,239587
2025-12-29,US,74837,4078855,983250,4085843,7,75% + 10%,1,1229493,73971,308898,7527,143726,7947,33562,6961,246441,0,22205,7150,11436,1391,2878,77,519,110,0,0,8495,3764,2798,4656,1185862,419795,555942,81218,154460,4143,31648,4973,0,0,481983,227415,160038,272893
2026-01-05,US,55957,2896146,665885,2906039,7,75% + 10%,1,1042797,61928,228122,6030,139723,9798,31723,7491,171081,0,17337,4937,8084,1101,2165,79,431,131,0,0,6874,2665,2004,3185,880621,266363,384334,61536,115991,4122,25834,5838,0,0,371390,143919,108017,175120
2026-01-12,US,59011,3129408,706551,3145384,7,60% + 10%,1,989888,68000,306343,5822,99288,7192,20476,4601,141457,1722,15734,4789,10725,1053,1423,46,311,50,2,0,4718,2229,1904,2948,797293,272548,492690,60853,72984,2367,18844,2654,79,0,254116,127799,105262,169411
